Log file open, 03/01/23 14:04:50
[2023.03.01-01.04.50:393][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:4]]
[2023.03.01-01.04.50:393][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
[2023.03.01-01.04.50:393][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:1]]
[2023.03.01-01.04.50:399][  0]LogD3D12RHI: Aftermath initialized
[2023.03.01-01.04.50:399][  0]LogD3D12RHI: Loading WinPixEventRuntime.dll for PIX profiling (from ../../../Engine/Binaries/ThirdParty/Windows/WinPixEventRuntime/x64).
[2023.03.01-01.04.50:529][  0]LogD3D12RHI: Found D3D12 adapter 0: NVIDIA GeForce RTX 2080 (Max supported Feature Level 12_2, shader model 6.6)
[2023.03.01-01.04.50:529][  0]LogD3D12RHI: Adapter has 8010MB of dedicated video memory, 0MB of dedicated system memory, and 16270MB of shared system memory, 2 output[s]
[2023.03.01-01.04.50:611][  0]LogD3D12RHI: Found D3D12 adapter 1: Intel(R) UHD Graphics 630 (Max supported Feature Level 12_1, shader model 6.5)
[2023.03.01-01.04.50:611][  0]LogD3D12RHI: Adapter has 128MB of dedicated video memory, 0MB of dedicated system memory, and 16270MB of shared system memory, 0 output[s]
[2023.03.01-01.04.50:614][  0]LogD3D12RHI: Found D3D12 adapter 2: Microsoft Basic Render Driver (Max supported Feature Level 12_1, shader model 6.2)
[2023.03.01-01.04.50:614][  0]LogD3D12RHI: Adapter has 0MB of dedicated video memory, 0MB of dedicated system memory, and 16270MB of shared system memory, 0 output[s]
[2023.03.01-01.04.50:614][  0]LogD3D12RHI: Chosen D3D12 Adapter Id = 0
[2023.03.01-01.04.50:615][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.03.01-01.04.50:615][  0]LogHAL: Display: Platform has ~ 32 GB [34122706944 / 34359738368 / 32], which maps to Largest [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
[2023.03.01-01.04.50:615][  0]LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
[2023.03.01-01.04.50:615][  0]LogDeviceProfileManager: Going up to parent DeviceProfile []
[2023.03.01-01.04.50:615][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2023.03.01-01.04.50:615][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2023.03.01-01.04.50:615][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2023.03.01-01.04.50:615][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2023.03.01-01.04.50:615][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2023.03.01-01.04.50:615][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [D:/Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Saved/Config/WindowsEditor/Editor.ini]
[2023.03.01-01.04.50:615][  0]LogInit: Computer: 408C005
[2023.03.01-01.04.50:615][  0]LogInit: User: MDS00001VP
[2023.03.01-01.04.50:615][  0]LogInit: CPU Page size=4096, Cores=6
[2023.03.01-01.04.50:615][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.03.01-01.04.50:615][  0]LogMemory: Memory total: Physical=31.8GB (32GB approx)
[2023.03.01-01.04.50:615][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.03.01-01.04.50:615][  0]LogMemory: Process Physical Memory: 283.12 MB used, 286.19 MB peak
[2023.03.01-01.04.50:615][  0]LogMemory: Process Virtual Memory: 269.23 MB used, 269.23 MB peak
[2023.03.01-01.04.50:615][  0]LogMemory: Physical Memory: 9870.74 MB used,  22671.21 MB free, 32541.95 MB total
[2023.03.01-01.04.50:615][  0]LogMemory: Virtual Memory: 13376.13 MB used,  24029.82 MB free, 37405.95 MB total
[2023.03.01-01.04.50:615][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.03.01-01.04.50:618][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.03.01-01.04.50:624][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.03.01-01.04.50:624][  0]LogInit: Using OS detected language (en-US).
[2023.03.01-01.04.50:624][  0]LogInit: Using OS detected locale (en-NZ).
[2023.03.01-01.04.50:626][  0]LogTextLocalizationManager: No specific localization for 'en-US' exists, so 'en' will be used for the language.
[2023.03.01-01.04.50:785][  0]LogInit: Setting process to per monitor DPI aware
[2023.03.01-01.04.50:796][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.03.01-01.04.50:796][  0]LogWindowsTextInputMethodSystem:   - English (United States) - (Keyboard).
[2023.03.01-01.04.50:796][  0]LogWindowsTextInputMethodSystem:   - English (New Zealand) - (Keyboard).
[2023.03.01-01.04.50:796][  0]LogWindowsTextInputMethodSystem:   - English (New Zealand) - Touch Input Correction (TSF IME).
[2023.03.01-01.04.50:796][  0]LogWindowsTextInputMethodSystem: Activated input method: English (United States) - (Keyboard).
[2023.03.01-01.04.50:811][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.03.01-01.04.50:811][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.03.01-01.04.50:904][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.03.01-01.04.50:904][  0]LogWindows: Attached monitors:
[2023.03.01-01.04.50:904][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1040), device: '\\.\DISPLAY1' [PRIMARY]
[2023.03.01-01.04.50:904][  0]LogWindows:     resolution: 1920x1080, work area: (-1920, 0) -> (0, 1040), device: '\\.\DISPLAY2'
[2023.03.01-01.04.50:904][  0]LogWindows: Found 2 attached monitors.
[2023.03.01-01.04.50:904][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.03.01-01.04.50:905][  0]LogRHI: RHI Adapter Info:
[2023.03.01-01.04.50:905][  0]LogRHI:             Name: NVIDIA GeForce RTX 2080
[2023.03.01-01.04.50:905][  0]LogRHI:   Driver Version: 516.54 (internal:31.0.15.1654, unified:516.54)
[2023.03.01-01.04.50:905][  0]LogRHI:      Driver Date: 6-22-2022
[2023.03.01-01.04.50:905][  0]LogD3D12RHI:     GPU DeviceId: 0x1e82 (for the marketing name, search the web for "GPU Device Id")
[2023.03.01-01.04.50:905][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.03.01-01.04.50:907][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.03.01-01.04.50:907][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: Bindless resources are supported
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.03.01-01.04.50:972][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.03.01-01.04.51:006][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.03.01-01.04.51:006][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.03.01-01.04.51:006][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.03.01-01.04.51:076][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.03.01-01.04.51:076][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.03.01-01.04.51:076][  0]LogRHI: Texture pool is 4562 MB (70% of 6517 MB)
[2023.03.01-01.04.51:076][  0]LogD3D12RHI: Async texture creation enabled
[2023.03.01-01.04.51:076][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.03.01-01.04.51:096][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="D:/Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Error303.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Intermediate/TurnkeyReport_0.log" -log="D:/Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Intermediate/TurnkeyLog_0.log" -project="D:/Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Error303.uproject"  -platform=all'
[2023.03.01-01.04.51:096][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""D:/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Error303.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Intermediate/TurnkeyReport_0.log" -log="D:/Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Intermediate/TurnkeyLog_0.log" -project="D:/Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Error303.uproject"  -platform=all" ]
[2023.03.01-01.04.51:113][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.03.01-01.04.51:113][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.03.01-01.04.51:113][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.03.01-01.04.51:113][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.03.01-01.04.51:113][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.03.01-01.04.51:113][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.03.01-01.04.51:113][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.03.01-01.04.51:113][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.03.01-01.04.51:113][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.03.01-01.04.51:113][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.03.01-01.04.51:114][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.03.01-01.04.51:118][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.03.01-01.04.51:118][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.03.01-01.04.51:118][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.03.01-01.04.51:118][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.03.01-01.04.51:118][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.03.01-01.04.51:118][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.03.01-01.04.51:118][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.03.01-01.04.51:118][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.03.01-01.04.51:118][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.03.01-01.04.51:118][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.03.01-01.04.51:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.03.01-01.04.51:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.03.01-01.04.51:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.03.01-01.04.51:136][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.03.01-01.04.51:138][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.03.01-01.04.51:138][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.03.01-01.04.51:138][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.03.01-01.04.51:138][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.03.01-01.04.51:140][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.03.01-01.04.51:140][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.03.01-01.04.51:140][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.03.01-01.04.51:142][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.03.01-01.04.51:142][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.03.01-01.04.51:145][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.03.01-01.04.51:145][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.03.01-01.04.51:145][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.03.01-01.04.51:145][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.03.01-01.04.51:145][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.03.01-01.04.51:145][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.03.01-01.04.51:147][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.03.01-01.04.51:147][  0]LogTargetPlatformManager:   ADPCM
[2023.03.01-01.04.51:147][  0]LogTargetPlatformManager:   PCM
[2023.03.01-01.04.51:148][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.03.01-01.04.51:148][  0]LogTargetPlatformManager:   BINKA
[2023.03.01-01.04.51:151][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.03.01-01.04.51:151][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.03.01-01.04.51:151][  0]LogTargetPlatformManager:   OGG
[2023.03.01-01.04.51:153][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.03.01-01.04.51:153][  0]LogTargetPlatformManager:   OPUS
[2023.03.01-01.04.51:180][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   SF_METAL
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.03.01-01.04.51:183][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.03.01-01.04.51:187][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.03.01-01.04.51:187][  0]LogTargetPlatformManager:   VVM_1_0
[2023.03.01-01.04.51:187][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.03.01-01.04.51:187][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.03.01-01.04.51:187][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.03.01-01.04.51:187][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.03.01-01.04.51:187][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.03.01-01.04.51:187][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.03.01-01.04.51:189][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.03.01-01.04.51:189][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.03.01-01.04.51:189][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.03.01-01.04.51:189][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.03.01-01.04.51:208][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.03.01-01.04.51:208][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.03.01-01.04.51:208][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.03.01-01.04.51:229][  0]LogDerivedDataCache: Speed tests for D:/Users/MDS00001VP/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.02 seconds
[2023.03.01-01.04.51:229][  0]LogDerivedDataCache: Display: Performance to D:/Users/MDS00001VP/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.01ms. RandomReadSpeed=1719.41MBs, RandomWriteSpeed=45.90MBs. Assigned SpeedClass 'Local'
[2023.03.01-01.04.51:230][  0]LogDerivedDataCache: Using Local data cache path D:/Users/MDS00001VP/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.03.01-01.04.51:230][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.03.01-01.04.51:230][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.03.01-01.04.51:230][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.03.01-01.04.51:230][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.03.01-01.04.51:231][  0]LogShaderCompilers: Guid format shader working directory is -20 characters bigger than the processId version (../../../../../Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Intermediate/Shaders/WorkingDirectory/16880/).
[2023.03.01-01.04.51:231][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'D:/Users/MDS00001VP/AppData/Local/Temp/UnrealShaderWorkingDir/17608E5043C966B99CF33881BEE6750A/'.
[2023.03.01-01.04.51:231][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.03.01-01.04.51:231][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 9 workers.
[2023.03.01-01.04.51:835][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.03.01-01.04.52:112][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.03.01-01.04.52:112][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../../Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.03.01-01.04.52:113][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../Users/MDS00001VP/Documents/GitHub/Error303Game/Error303/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: ---
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: ---
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.03.01-01.04.52:541][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.03.01-01.04.52:636][  0]LogSlate: Using FreeType 2.10.0
[2023.03.01-01.04.52:637][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.03.01-01.04.52:668][  0]LogAssetRegistry: FAssetRegistry took 0.0096 seconds to start up
[2023.03.01-01.04.52:672][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.03.01-01.04.52:951][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.03.01-01.04.53:256][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: Available device profiles:
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E1400][000006DEA169C000 52] GlobalDefaults, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E3C00][000006DEA27B0000 52] Windows, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E3E00][000006DE99327800 52] WindowsEditor, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E3800][000006DEA1402800 52] WindowsServer, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E2200][000006DEAE940000 52] WindowsClient, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E1E00][000006DEAE945000 52] IOS, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E1000][000006DEAE947800 52] iPadAir2, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E4800][000006DEAE94C800 52] IPadPro, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E4A00][000006DEAE94A000 52] iPadAir3, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E4400][000006DEA4F2C800 52] iPadAir4, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E2C00][000006DEAE7F0000 52] iPadAir5, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E1200][000006DEAE7F5000 52] iPadMini4, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E4200][000006DEAE7F7800 52] iPadMini5, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E2A00][000006DEAE7FA000 52] iPadMini6, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E6400][000006DEAE9C0000 52] iPhone6S, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E6600][000006DEAE9C2800 52] iPhone7, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E6800][000006DEAE9C5000 52] iPodTouch7, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E1600][000006DEAE9CA000 52] iPhone6SPlus, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E2E00][000006DEAE9CC800 52] iPhone7Plus, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E2000][000006DEAE942800 52] iPhoneSE, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E6000][000006DEAE7FC800 52] iPhone8, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E4000][000006DEAE9C7800 52] iPhone8Plus, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E3200][000006DEAE920000 52] iPhoneX, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E5200][000006DEAE925000 52] iPhoneXS, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E1800][000006DEAE927800 52] iPhoneXSMax, 
[2023.03.01-01.04.53:256][  0]LogDeviceProfileManager: 	[000006DEAE5E3600][000006DEAE92A000 52] iPhoneXR, 
